# name                 tmax      tail     angle-TE     cst-u    cst-l  (n_cst=10) 
  RAE2822              0.12106   0.00000     0.000     0.12829643     0.12670863     0.16065898     0.14942386     0.15102884     0.22416928     0.16078175     0.20998555     0.18608795     0.21052324    -0.12927128    -0.13176061    -0.17044964    -0.07045476    -0.33888064     0.00991923    -0.20070721    -0.03536713    -0.04397496     0.06436195
  SC(2)-0012-(S)       0.11995   0.00600     0.000     0.19928282 	0.09399204 	0.21976621 	0.08570252 	0.19911443 	0.12298472 	0.28732362 	0.02640877 	0.20139038 	0.11177789 	-0.19928282 	-0.09399204 	-0.21976621 	-0.08570252 	-0.19911443 	-0.12298472 	-0.28732362 	-0.02640877 	-0.20139038 	-0.11177789     
  SC(2)-0406           0.06018   0.00390    -0.203     0.09349722     0.05805335     0.09946494     0.04821961     0.11169533     0.05805796     0.11554714     0.08033130     0.09580229     0.09949149    -0.09368758    -0.04842069    -0.11575269    -0.00401740    -0.16473005     0.00762092    -0.12191696     0.00328034    -0.04245367     0.09774584
  SC(2)-0410           0.09959   0.00490     0.043     0.16410383     0.06718340     0.20747411     0.01254998     0.23684784     0.04981307     0.20438947     0.12728880     0.14725606     0.18354377    -0.16332508    -0.07482659    -0.17620187    -0.12591191    -0.01354900    -0.34348135     0.02238082    -0.16679376     0.04856976     0.16913591
  SC(2)-0412-(S)       0.11994   0.00550     0.032     0.16008086 	0.07138455 	0.18435817 	0.03841338 	0.19706624 	0.07271534 	0.19005277 	0.11445093 	0.14766511 	0.16033547 	-0.15974025 	-0.07273162 	-0.17796150 	-0.08346852 	-0.09442458 	-0.23268011 	-0.04521459 	-0.11856234 	0.03750014 	0.14947017 
  SC(2)-0414-(S)       0.14004   0.00600     0.017     0.18938520 	0.08169517 	0.22528931 	0.02115430 	0.27013647 	0.04050140 	0.25955532 	0.10529954 	0.18313257 	0.17399785 	-0.18909548 	-0.08445900 	-0.21484663 	-0.07335125 	-0.15991591 	-0.20765070 	-0.10025422 	-0.10451138 	0.03561198 	0.16285354 
  SC(2)-0503-(S)       0.03016   0.00240    -0.407     0.05700871 	0.03301932 	0.08529054 	0.00659209 	0.11783141 	-0.00684065 	0.13826035 	0.01599205 	0.13245718 	0.14245477 	-0.05592101 	-0.02184607 	-0.08548116 	0.02943328 	-0.12596902 	0.04139725 	-0.09046562 	0.03006101 	0.02467524 	0.13762314  
  SC(2)-0518-(S)       0.17993   0.00690    -0.278     0.19769549 	0.08957402 	0.23325706 	0.02762178 	0.27088162 	0.08302595 	0.21010970 	0.14719678 	0.16575410 	0.18064111 	-0.19467209 	-0.09229822 	-0.20989998 	-0.08762933 	-0.11973404 	-0.32047998 	0.10605918 	-0.25650188 	0.09249434 	0.15195737 
  SC(2)-0610-(S)       0.09978   0.00490    -0.524     0.13347862 	0.04871194 	0.19779810 	-0.03990929 	0.27975967 	-0.02687966 	0.21364008 	0.13242074 	0.14653078 	0.19734739 	-0.13008457 	-0.04792217 	-0.17205559 	0.00995107 	-0.19974440 	-0.01710398 	-0.16725394 	-0.01774650 	0.06447293 	0.18356422 
  SC(2)-0612-(S)       0.12002   0.00580    -0.550     0.16289577 	0.06456971 	0.21805791 	-0.01242648 	0.29646325 	-0.01842838 	0.28019262 	0.10352994 	0.19694558 	0.19714722 	-0.15845819 	-0.06568473 	-0.18253196 	-0.05113646 	-0.12891406 	-0.17522876 	-0.05257586 	-0.10126484 	0.09400427 	0.18401670 
  SC(2)-0614-(S)       0.13992   0.00660    -0.567     0.15411485 	0.05905289 	0.20771506 	-0.02626734 	0.30497395 	-0.06502630 	0.31211101 	0.05199598 	0.19134328 	0.16005956 	-0.14972517 	-0.06097951 	-0.17941911 	-0.02537516 	-0.15736050 	-0.13276606 	-0.06378741 	-0.08412108 	0.07803175 	0.14802610  
  SC(2)-0710-(S)       0.09983   0.00490    -0.822     0.13416014 	0.04933383 	0.19895270 	-0.02254182 	0.24684805 	0.04557778 	0.13830623 	0.20774060 	0.13582850 	0.23494362 	-0.12965140 	-0.04278085 	-0.17963350 	0.03629933 	-0.23470682 	0.03520666 	-0.19200174 	0.00236742 	0.08784862 	0.21229105 
  SC(2)-1006-(S)       0.05996   0.00390    -2.648     0.07882102 	0.07207009 	0.10189745 	0.09756488 	0.06462546 	0.20025339 	0.02119080 	0.23264087 	0.15539494 	0.22288524 	-0.07089730 	-0.03501031 	-0.05689941 	-0.02962002 	-0.00446059 	-0.04011191 	0.05773125 	-0.01645266 	0.13259395 	0.21508172  
  SC(3)-0712(B)-(S)    0.12115   0.00600    -0.842     0.16503822 	0.05499851 	0.25549539 	-0.08321911 	0.40940930 	-0.12473308 	0.36243292 	0.08476629 	0.21610245 	0.22023737 	-0.08878073 	-0.11701930 	-0.06100786 	-0.24697938 	0.11688834 	-0.45276492 	0.25034205 	-0.29257170 	0.13850692 	0.20752845 
  TA11                 0.11031   0.00328     0.000     0.17415788     0.07739134     0.26124251    -0.05389391     0.42206211    -0.11445124     0.39288455     0.10569923     0.19429256     0.15369933    -0.16810766    -0.05583703    -0.24160782     0.01088068    -0.27867853    -0.05129994    -0.20280130     0.10354261     0.06072644     0.13023706
