# name                 tmax      tail     angle-TE     cst-u    cst-l  (n_cst=10) 
  SC(2)-0402           0.01998   0.00190    -0.261     0.02925357     0.01866623     0.04251462     0.00298868     0.06142816     0.00361520     0.05776292     0.03223882     0.04504988     0.09158389    -0.02888355    -0.01223416    -0.04452344     0.01815302    -0.06785004     0.01672838    -0.03690565     0.00843977     0.01430011     0.08087831
  SC(2)-0403           0.02999   0.00240    -0.143     0.04627255     0.02371610     0.06570518    -0.01056879     0.11209588    -0.03904959     0.12549542    -0.00796710     0.09442974     0.09570147    -0.04588191    -0.02194100    -0.05604949    -0.01783994    -0.03779484    -0.06394650     0.01438466    -0.04092554     0.02139571     0.09216274
  SC(2)-0404           0.04009   0.00280    -0.166     0.06166854     0.03854034     0.06680800     0.02836858     0.08206039     0.03484424     0.07463297     0.07005431     0.08750347     0.09818566    -0.06161044    -0.03338348    -0.06786586    -0.03070146    -0.05318317    -0.06623081    -0.02090326    -0.02409391     0.01563280     0.09324094
  SC(2)-0406           0.06018   0.00390    -0.203     0.09349722     0.05805335     0.09946494     0.04821961     0.11169533     0.05805796     0.11554714     0.08033130     0.09580229     0.09949149    -0.09368758    -0.04842069    -0.11575269    -0.00401740    -0.16473005     0.00762092    -0.12191696     0.00328034    -0.04245367     0.09774584
  SC(2)-0410           0.09959   0.00490     0.043     0.16410383     0.06718340     0.20747411     0.01254998     0.23684784     0.04981307     0.20438947     0.12728880     0.14725606     0.18354377    -0.16332508    -0.07482659    -0.17620187    -0.12591191    -0.01354900    -0.34348135     0.02238082    -0.16679376     0.04856976     0.16913591
  SC(2)-0412           0.11994   0.00550     0.032     0.20010107     0.08923069     0.23044771     0.04801673     0.24633280     0.09089417     0.23756596     0.14306366     0.18458139     0.20041934    -0.19967531    -0.09091452    -0.22245187    -0.10433565    -0.11803072    -0.29085014    -0.05651824    -0.14820292     0.04687518     0.18683771
  SC(2)-0414           0.14004   0.00600     0.017     0.23673150     0.10211896     0.28161164     0.02644287     0.33767059     0.05062675     0.32444415     0.13162443     0.22891571     0.21749731    -0.23636935    -0.10557375    -0.26855829    -0.09168906    -0.19989489    -0.25956337    -0.12531777    -0.13063923     0.04451497     0.20356692
  SC(2)-0503           0.03016   0.00240    -0.407     0.04524501     0.02620581     0.06769090     0.00523182     0.09351699    -0.00542909     0.10973044     0.01269210     0.10512474     0.11305934    -0.04438175    -0.01733815    -0.06784219     0.02335974    -0.09997541     0.03285496    -0.07179811     0.02385794     0.01958352     0.10922471
  SC(2)-0518           0.17993   0.00690    -0.278     0.30889920     0.13995940     0.36446415     0.04315904     0.42325252     0.12972805     0.32829641     0.22999497     0.25899078     0.28225174    -0.30417514    -0.14421596    -0.32796872    -0.13692083    -0.18708444    -0.50074998     0.16571747    -0.40078419     0.14452241     0.23743339
  SC(2)-0606           0.06003   0.00410    -0.679     0.09370656     0.05296583     0.12821682     0.01654018     0.16560400     0.03203362     0.14344674     0.10949462     0.13170666     0.19505796    -0.09151816    -0.03893906    -0.12852428     0.03038941    -0.17553869     0.01434459    -0.07555194    -0.00843400     0.02240102     0.20317870
  SC(2)-0610           0.09978   0.00490    -0.524     0.16684827     0.06088992     0.24724762    -0.04988661     0.34969959    -0.03359957     0.26705010     0.16552592     0.18316347     0.24668424    -0.16260571    -0.05990271    -0.21506949     0.01243884    -0.24968050    -0.02137997    -0.20906743    -0.02218313     0.08059116     0.22945528
  SC(2)-0612           0.12002   0.00580    -0.550     0.20361971     0.08071214     0.27257239    -0.01553310     0.37057906    -0.02303548     0.35024077     0.12941242     0.24618197     0.24643402    -0.19807274    -0.08210591    -0.22816495    -0.06392058    -0.16114257    -0.21903595    -0.06571982    -0.12658105     0.11750534     0.23002087
  SC(2)-0614           0.13992   0.00660    -0.567     0.24080445     0.09227014     0.32455479    -0.04104273     0.47652180    -0.10160360     0.48767345     0.08124371     0.29897387     0.25009306    -0.23394558    -0.09528049    -0.28034236    -0.03964869    -0.24587578    -0.20744697    -0.09966783    -0.13143919     0.12192461     0.23129077
  SC(2)-0706           0.06001   0.00390    -0.902     0.09366126     0.05092907     0.13899751     0.01087629     0.17291559     0.04115271     0.15131358     0.10037656     0.17530461     0.23798445    -0.09033265    -0.03574521    -0.12727533     0.03472523    -0.17243983     0.01679894    -0.06128708    -0.00170662     0.03997113     0.26034358
  SC(2)-0710           0.09983   0.00490    -0.822     0.16770018     0.06166729     0.24869088    -0.02817727     0.30856006     0.05697222     0.17288279     0.25967575     0.16978563     0.29367953    -0.16206425    -0.05347606    -0.22454187     0.04537416    -0.29338353     0.04400832    -0.24000217     0.00295927     0.10981078     0.26536381
  SC(2)-0712           0.11998   0.00600    -0.842     0.20543391     0.07448720     0.30099432    -0.06687565     0.45893795    -0.10148918     0.41247255     0.12689388     0.26324761     0.27623431    -0.19779381    -0.06950556    -0.26027642     0.02084440    -0.28166483    -0.07575724    -0.15274808    -0.07038369     0.13634149     0.25808496
  SC(2)-0714           0.13958   0.00700    -0.745     0.24191540     0.08204834     0.34407220    -0.06201908     0.49181979    -0.07650545     0.43115553     0.14851896     0.32317417     0.30152145    -0.23124254    -0.09277931    -0.26097268    -0.07355222    -0.20274153    -0.19964412    -0.16921867    -0.04090625     0.13419813     0.28896633
  SC(2)-1006           0.05996   0.00390    -2.648     0.09383455     0.08579772     0.12130649     0.11614866     0.07693508     0.23839689     0.02522714     0.27695341     0.18499398     0.26533958    -0.08440155    -0.04167894    -0.06773739    -0.03526193    -0.00531023    -0.04775227     0.06872767    -0.01958650     0.15784994     0.25604966
  SC(2)-1010           0.09999   0.00610    -2.579     0.17450016     0.07070538     0.31176070    -0.10468043     0.53778303    -0.19288614     0.52288654     0.06811758     0.30320939     0.26174319    -0.15499267    -0.05710578    -0.18256106     0.02973234    -0.23130755     0.07186002    -0.08070390    -0.03273396     0.16755776     0.25541713
  SC(3)-0712(B)        0.12115   0.00600    -0.842     0.20629777     0.06874814     0.31936924    -0.10402389     0.51176163    -0.15591635     0.45304115     0.10595786     0.27012806     0.27529671    -0.11097591    -0.14627413    -0.07625983    -0.30872422     0.14611043    -0.56595615     0.31292756    -0.36571463     0.17313365     0.25941056
  TA11                 0.11031   0.00328     0.000     0.17415788     0.07739134     0.26124251    -0.05389391     0.42206211    -0.11445124     0.39288455     0.10569923     0.19429256     0.15369933    -0.16810766    -0.05583703    -0.24160782     0.01088068    -0.27867853    -0.05129994    -0.20280130     0.10354261     0.06072644     0.13023706
